,Date,Unix,Value,Stock,Close,StockChange,SP500,SPChange,Difference
0,2004-01-30 19:01:02,1075507262.0,0.407,a,36.65,0.0,1131.13,0.0,0.0
1,2004-04-13 04:07:11,1081843631.0,0.375,a,31.87,-0.130422919509,1129.44,-0.0014940811401,0.128928838369
2,2004-12-13 21:37:34,1102991854.0,0.323,a,23.84,-0.349522510232,1198.68,0.0597190420199,0.409241552252
3,2005-01-22 05:17:19,1106389039.0,0.322,a,21.8,-0.405184174625,1184.63,0.0472978349085,0.452482009533
4,2006-01-09 02:35:16,1136792116.0,0,a,34.65,-0.0545702592087,1290.15,0.140585078638,0.195155337847
5,2006-06-21 11:01:16,1150902076.0,0.368,a,32.18,-0.121964529332,1252.19,0.107025717645,0.228990246977
6,2006-08-19 10:42:01,1155998521.0,0.396,a,31.8,-0.132332878581,1295.43,0.145252977111,0.277585855693
7,2007-02-20 17:46:56,1172011616.0,0.411,a,32.48,-0.11377899045,1459.68,0.290461750639,0.404240741089
8,2007-04-12 05:07:51,1176368871.0,0.411,a,34.62,-0.0553888130969,1447.8,0.279958979074,0.335347792171
9,2008-01-23 19:28:50,1201134530.0,0.645,a,32.16,-0.122510231924,1338.6,0.18341835156,0.305928583484
10,2008-02-14 04:44:34,1202982274.0,0.645,a,32.68,-0.108321964529,1348.86,0.192488927002,0.300810891532
11,2008-04-26 04:49:23,1209199763.0,0.67,a,31.53,-0.139699863574,1379.93,0.219957034116,0.359656897691
12,2008-12-06 19:21:33,1228609293.0,0.83,a,17.26,-0.529058663029,870.74,-0.230203424894,0.298855238135
13,2009-08-02 05:46:24,1249206384.0,N/A,a,23.22,-0.366439290587,986.75,-0.127642269235,0.238797021351
14,2011-08-02 06:45:37,1312281937.0,54.36,a,40.79,0.112960436562,1254.05,0.108670090971,-0.0042903455911
15,2011-11-08 05:04:16,1320746656.0,51.62,a,37.74,0.0297407912688,1275.92,0.128004738624,0.0982639473554
16,2004-04-13 04:20:10,1081844410.0,0.595,aa,34.26,0.0,1129.44,0.0,0.0
17,2004-09-09 16:15:45,1094760945.0,0.561,aa,32.89,-0.0399883245768,1118.38,-0.00979246352175,0.030195861055
18,2004-11-24 10:37:20,1101310640.0,0.53,aa,33.58,-0.019848219498,1181.76,0.046323841904,0.0661720614019
19,2004-12-05 00:36:42,1102225002.0,0.53,aa,32.86,-0.0408639813193,1190.33,0.0539116730415,0.0947756543608
20,2005-01-13 07:18:32,1105618712.0,0.457,aa,29.43,-0.140980735552,1177.45,0.0425077914719,0.183488527024
21,2005-02-07 03:48:37,1107766117.0,0.457,aa,29.37,-0.142732049037,1201.72,0.0639963167587,0.206728365796
22,2005-05-22 08:48:23,1116766103.0,0.543,aa,27.45,-0.19877408056,1191.08,0.0545757189404,0.253349799501
23,2006-06-20 04:32:21,1150792341.0,0.526,aa,29.1,-0.15061295972,1240.12,0.09799546678,0.2486084265
24,2007-01-25 19:09:37,1169770177.0,0.494,aa,31.46,-0.0817279626386,1423.9,0.260713273835,0.342441236473
25,2007-02-23 09:03:42,1172239422.0,0.494,aa,34.75,0.0143023934618,1451.19,0.284875690608,0.270573297146
26,2007-05-16 21:12:47,1179364367.0,0.494,aa,39.04,0.139521307647,1514.14,0.340611276385,0.201089968737
27,2007-06-22 06:39:12,1182508752.0,0.503,aa,40.34,0.177466433158,1502.56,0.330358407706,0.152891974548
28,2007-10-11 20:57:59,1192150679.0,0.47,aa,38.08,0.111500291886,1554.41,0.37626611418,0.264765822295
29,2008-01-23 16:05:53,1201122353.0,0.499,aa,28.04,-0.18155283129,1338.6,0.185189120272,0.366741951562
30,2008-10-28 00:52:22,1225169542.0,0.672,aa,9.04,-0.73613543491,940.49,-0.167295296784,0.568840138125
31,2008-12-05 01:03:15,1228456995.0,0.672,aa,8.06,-0.764740221833,876.07,-0.224332412523,0.54040780931
32,2008-12-06 09:33:46,1228574026.0,0.672,aa,8.15,-0.762113251605,870.74,-0.229051565378,0.533061686228
33,2008-12-18 10:54:07,1229615647.0,0.672,aa,10.35,-0.697898423818,885.34,-0.216124805213,0.481773618605
34,2009-03-09 18:17:50,1236637070.0,N/A,aa,5.49,-0.839754816112,676.53,-0.401004037399,0.438750778713
35,2011-09-03 09:21:23,1315056083.0,48.26,aa,12.04,-0.648569760654,1218.89,0.0791985408698,0.727768301524
36,2011-11-02 22:04:47,1320285887.0,50.93,aa,10.7,-0.687682428488,1237.9,0.0960298909194,0.783712319407
37,2011-11-05 21:29:24,1320542964.0,50.93,aa,10.93,-0.680969060128,1237.9,0.0960298909194,0.776998951048
38,2012-01-02 19:42:06,1325551326.0,50.93,aa,8.65,-0.747518972563,1257.6,0.113472163196,0.860991135759
